time,passenger_count,trip_distance,tip_amount,total_amount,pick_up_index,drop_off_index
848.0,1.0,1.2,1.75,10.55,1210.0,2058.0
848.0,1.0,0.7,1.55,9.35,4043.0,4241.0
848.0,1.0,2.83,2.16,12.96,472.0,1581.0
848.0,1.0,2.9,3.45,20.75,2042.0,1650.0
848.0,1.0,0.4,1.05,6.35,2953.0,4028.0
848.0,1.0,1.6,0.0,12.3,935.0,3846.0
849.0,1.0,2.75,0.0,18.3,4375.0,4383.0
849.0,1.0,0.6,1.25,6.55,2704.0,1957.0
849.0,2.0,0.75,0.0,7.3,2944.0,2957.0
849.0,2.0,2.45,2.5,17.8,2659.0,1079.0
849.0,2.0,4.49,4.46,26.76,2707.0,2343.0
849.0,2.0,4.49,4.46,26.76,2707.0,2343.0
849.0,1.0,4.49,4.46,26.76,2707.0,2343.0
849.0,1.0,0.9,1.25,7.55,3142.0,1382.0
849.0,1.0,2.6,1.5,14.8,6.0,127.0
849.0,1.0,1.1,0.0,7.3,184.0,225.0
849.0,1.0,0.41,0.0,4.8,3387.0,1003.0
849.0,1.0,0.51,0.96,5.76,1262.0,197.0
849.0,1.0,3.09,0.0,16.8,3391.0,788.0
849.0,1.0,2.1,0.0,11.8,2989.0,979.0
849.0,1.0,0.8,0.7,7.0,2815.0,628.0
849.0,2.0,0.9,1.45,8.75,2887.0,3146.0
849.0,1.0,1.4,1.95,11.75,1077.0,2279.0
849.0,1.0,2.07,0.5,11.8,3720.0,2455.0
849.0,1.0,1.2,0.0,8.8,2993.0,118.0
849.0,1.0,1.2,1.75,10.55,2576.0,3968.0
849.0,1.0,2.59,0.0,20.3,2248.0,1282.0
849.0,1.0,1.82,4.89,21.19,796.0,3262.0
849.0,1.0,3.3,3.25,19.55,1190.0,1197.0
849.0,1.0,8.2,9.86,59.16,3129.0,467.0
849.0,1.0,0.5,1.0,7.3,720.0,2138.0
849.0,1.0,1.01,2.16,12.96,362.0,1547.0
849.0,1.0,3.41,0.0,19.3,872.0,4384.0
849.0,1.0,1.25,2.36,14.16,3094.0,528.0
849.0,2.0,1.25,0.0,7.8,2417.0,4411.0
849.0,2.0,1.25,0.0,7.8,2417.0,4411.0
849.0,1.0,1.25,0.0,7.8,2417.0,4411.0
849.0,1.0,1.69,1.0,12.3,2151.0,3292.0
849.0,1.0,0.99,2.45,12.25,3204.0,459.0
849.0,1.0,0.4,0.0,4.8,1052.0,4420.0
849.0,1.0,1.8,1.0,15.8,1186.0,2511.0
849.0,1.0,1.3,0.0,16.8,21.0,248.0
849.0,2.0,2.52,0.0,15.3,4014.0,1406.0
849.0,1.0,1.6,0.0,11.3,1324.0,1324.0
849.0,1.0,0.1,0.0,3.8,4425.0,1043.0
849.0,1.0,1.25,0.0,7.3,578.0,394.0
849.0,2.0,1.69,2.0,17.3,4248.0,3093.0
849.0,1.0,1.69,2.0,17.3,4248.0,3093.0
849.0,2.0,1.1,1.96,11.76,2936.0,797.0
849.0,2.0,1.1,1.96,11.76,2936.0,797.0
849.0,2.0,1.1,1.96,11.76,2936.0,797.0
849.0,1.0,2.6,3.35,20.15,362.0,2479.0
849.0,1.0,2.1,3.0,18.8,470.0,2.0
849.0,2.0,0.58,1.0,8.3,3280.0,1579.0
849.0,1.0,2.68,0.0,14.3,1072.0,2878.0
849.0,1.0,4.9,3.55,21.35,1050.0,801.0
849.0,1.0,1.71,2.66,15.96,1885.0,3209.0
849.0,2.0,2.06,0.0,11.3,2060.0,4280.0
849.0,1.0,0.7,0.0,6.3,2699.0,760.0
849.0,1.0,1.5,2.0,14.3,2474.0,4378.0
849.0,1.0,1.9,0.0,12.3,550.0,117.0
849.0,1.0,0.41,1.26,7.56,1670.0,1477.0
849.0,1.0,0.3,1.3,6.6,3214.0,2243.0
849.0,1.0,4.6,4.25,25.55,2060.0,4376.0
849.0,1.0,0.18,0.0,3.8,1259.0,1258.0
849.0,2.0,2.5,3.25,19.55,1173.0,3196.0
849.0,1.0,1.1,1.55,7.85,2978.0,115.0
849.0,1.0,1.35,2.32,11.62,1327.0,3844.0
849.0,2.0,0.8,1.0,9.3,2877.0,1304.0
849.0,2.0,0.8,1.0,9.3,2877.0,1304.0
849.0,2.0,0.8,1.0,9.3,2877.0,1304.0
849.0,1.0,0.9,2.06,12.36,2140.0,738.0
849.0,1.0,3.8,3.05,18.35,4088.0,4301.0
849.0,1.0,3.11,4.29,18.59,792.0,2874.0
849.0,2.0,2.26,2.56,15.36,3205.0,2963.0
849.0,2.0,2.26,2.56,15.36,3205.0,2963.0
849.0,2.0,2.26,2.56,15.36,3205.0,2963.0
849.0,1.0,2.61,2.14,16.44,713.0,2538.0
849.0,2.0,0.81,0.0,6.3,1192.0,3010.0
849.0,2.0,0.81,0.0,6.3,1192.0,3010.0
849.0,2.0,0.81,0.0,6.3,1192.0,3010.0
849.0,2.0,0.7,0.0,8.8,3261.0,2275.0
849.0,2.0,0.7,0.0,8.8,3261.0,2275.0
849.0,1.0,2.18,2.46,14.76,3586.0,2973.0
849.0,1.0,1.3,0.0,9.3,4056.0,1483.0
849.0,1.0,0.8,1.15,6.95,1024.0,3432.0
849.0,1.0,3.8,4.0,29.3,2239.0,3269.0
849.0,1.0,1.91,2.66,15.96,1766.0,3327.0
849.0,2.0,2.92,0.0,20.3,3800.0,2951.0
849.0,1.0,0.52,0.0,5.8,2629.0,2622.0
849.0,2.0,1.59,0.0,15.8,1113.0,1078.0
849.0,1.0,4.91,2.5,28.3,2925.0,3540.0
849.0,1.0,5.3,5.76,34.56,49.0,186.0
849.0,1.0,0.9,0.0,6.3,2080.0,3151.0
849.0,1.0,0.74,1.36,8.16,4256.0,762.0
849.0,1.0,6.89,5.0,29.8,37.0,4241.0
849.0,1.0,0.84,0.0,7.3,3650.0,3142.0
849.0,1.0,1.4,2.15,12.95,2128.0,2631.0
849.0,2.0,7.97,5.96,35.76,3388.0,3131.0
849.0,2.0,1.07,1.96,11.76,3261.0,4256.0
849.0,1.0,2.13,2.86,17.16,1281.0,1909.0
849.0,1.0,2.36,0.0,23.3,2055.0,236.0
849.0,1.0,1.5,2.05,12.35,1358.0,3536.0
850.0,1.0,1.66,1.0,10.8,3938.0,2539.0
850.0,1.0,1.9,0.0,15.3,2818.0,2942.0
850.0,1.0,3.5,1.0,19.8,3011.0,3365.0
850.0,1.0,2.19,2.56,15.36,947.0,2757.0
850.0,2.0,0.74,1.16,6.96,3007.0,189.0
850.0,2.0,0.74,1.16,6.96,3007.0,189.0
850.0,2.0,0.74,1.16,6.96,3007.0,189.0
850.0,1.0,2.6,3.75,22.55,1005.0,3261.0
850.0,1.0,0.8,0.0,6.3,3904.0,4170.0
850.0,1.0,1.7,2.35,14.15,3141.0,1915.0
850.0,2.0,1.39,0.0,15.3,2131.0,1282.0
850.0,2.0,1.39,0.0,15.3,2131.0,1282.0
850.0,1.0,1.39,0.0,15.3,2131.0,1282.0
850.0,1.0,1.2,1.54,11.84,442.0,3842.0
850.0,2.0,1.39,1.96,11.76,2080.0,3011.0
850.0,1.0,5.5,4.56,27.36,1006.0,1477.0
850.0,1.0,0.46,1.06,6.36,2125.0,2886.0
850.0,1.0,1.07,2.64,11.44,3233.0,2629.0
850.0,1.0,4.23,0.0,18.3,1905.0,330.0
850.0,1.0,0.9,0.0,7.8,2425.0,2399.0
850.0,1.0,2.1,3.65,15.95,2469.0,365.0
850.0,1.0,0.7,0.0,8.3,569.0,1221.0
850.0,1.0,1.92,2.5,17.3,1262.0,1283.0
850.0,1.0,3.1,0.0,12.8,3336.0,2743.0
850.0,2.0,0.33,0.7,6.5,2879.0,3417.0
850.0,1.0,1.0,0.0,12.8,3839.0,4230.0
850.0,1.0,1.77,2.7,15.0,2823.0,2292.0
850.0,1.0,1.1,0.0,10.3,2030.0,962.0
850.0,1.0,1.1,0.7,10.0,4377.0,1358.0
850.0,1.0,0.6,1.45,7.25,1485.0,2268.0
850.0,1.0,3.0,3.45,20.75,656.0,4177.0
850.0,1.0,2.2,2.5,18.3,229.0,3365.0
850.0,1.0,0.9,1.35,8.15,3729.0,2067.0
850.0,2.0,0.37,1.0,5.3,2879.0,2541.0
850.0,2.0,0.37,1.0,5.3,2879.0,2541.0
850.0,1.0,0.37,1.0,5.3,2879.0,2541.0
850.0,2.0,2.3,1.0,12.8,2989.0,2437.0
850.0,1.0,0.84,0.0,7.3,3241.0,740.0
850.0,1.0,2.3,2.15,12.95,217.0,100.0
850.0,1.0,0.5,0.0,6.8,1347.0,2909.0
850.0,1.0,0.8,2.45,12.25,2039.0,792.0
850.0,1.0,1.05,2.16,12.96,558.0,1295.0
850.0,1.0,1.12,1.56,9.36,2862.0,489.0
850.0,2.0,1.09,1.36,8.16,1173.0,1541.0
850.0,1.0,1.78,4.29,18.59,1358.0,2960.0
850.0,1.0,0.7,1.75,10.55,2995.0,1676.0
850.0,1.0,1.88,2.16,12.96,3434.0,2398.0
850.0,2.0,1.58,0.0,9.8,3274.0,3145.0
850.0,2.0,1.58,0.0,9.8,3274.0,3145.0
850.0,2.0,1.58,0.0,9.8,3274.0,3145.0
850.0,2.0,3.08,2.0,15.8,249.0,906.0
850.0,1.0,1.7,0.0,13.8,705.0,3093.0
850.0,1.0,0.96,0.75,7.55,3659.0,197.0
850.0,1.0,1.55,0.0,11.3,4361.0,176.0
850.0,1.0,2.1,1.7,13.0,2280.0,440.0
850.0,2.0,0.84,1.74,7.54,3316.0,3282.0
850.0,2.0,0.84,1.74,7.54,3316.0,3282.0
850.0,1.0,3.1,4.45,26.75,3699.0,2966.0
850.0,1.0,0.1,0.0,3.3,1078.0,4267.0
850.0,1.0,1.48,1.96,11.76,449.0,844.0
850.0,2.0,1.2,2.05,10.35,931.0,1085.0
850.0,1.0,1.2,2.05,10.35,931.0,1085.0
850.0,2.0,2.6,3.05,18.35,1204.0,1185.0
850.0,2.0,4.6,0.0,29.3,4055.0,2449.0
850.0,1.0,5.31,5.06,30.36,2400.0,1646.0
850.0,1.0,3.85,0.0,16.3,1009.0,3106.0
850.0,1.0,2.1,2.65,15.95,1767.0,2994.0
850.0,1.0,2.1,1.0,13.8,551.0,3009.0
850.0,2.0,1.7,2.0,14.8,3323.0,3842.0
850.0,1.0,0.92,0.0,7.8,4414.0,1351.0
850.0,2.0,2.07,0.0,13.3,3151.0,2613.0
850.0,1.0,2.07,0.0,13.3,3151.0,2613.0
850.0,1.0,2.86,3.66,21.96,1001.0,1291.0
850.0,1.0,1.3,2.45,12.25,3407.0,3364.0
850.0,2.0,0.48,1.58,7.88,2455.0,3026.0
850.0,2.0,0.48,1.58,7.88,2455.0,3026.0
850.0,2.0,0.48,1.58,7.88,2455.0,3026.0
851.0,2.0,1.29,2.82,14.12,1368.0,1489.0
851.0,2.0,0.56,0.0,4.8,3663.0,439.0
851.0,1.0,0.56,0.0,4.8,3663.0,439.0
851.0,1.0,3.1,3.05,18.35,2469.0,114.0
851.0,2.0,0.42,0.0,4.8,2994.0,3432.0
851.0,2.0,0.42,0.0,4.8,2994.0,3432.0
851.0,2.0,0.42,0.0,4.8,2994.0,3432.0
851.0,1.0,3.17,3.16,18.96,1874.0,3778.0
851.0,1.0,1.3,1.75,10.55,674.0,4138.0
851.0,1.0,5.9,1.0,23.3,3121.0,4249.0
851.0,1.0,1.1,0.0,7.8,1942.0,3018.0
851.0,1.0,1.2,0.0,8.8,2544.0,2405.0
851.0,1.0,0.6,0.0,4.8,125.0,133.0
851.0,1.0,0.7,1.55,9.35,1869.0,1279.0
851.0,1.0,4.54,5.96,35.76,1006.0,3632.0
851.0,1.0,4.5,4.45,22.25,489.0,1446.0
851.0,1.0,3.5,2.0,18.3,3404.0,3841.0
851.0,1.0,2.47,0.0,13.3,2978.0,3425.0
851.0,1.0,2.74,2.96,17.76,2351.0,3832.0
851.0,1.0,1.75,2.82,14.12,3711.0,3642.0
851.0,1.0,0.6,0.0,5.8,1124.0,3312.0
851.0,1.0,2.3,1.0,14.8,2604.0,3370.0
851.0,1.0,0.9,0.0,12.8,1514.0,2245.0
851.0,1.0,1.1,1.0,13.8,3204.0,3366.0
851.0,1.0,2.41,2.66,15.96,2698.0,3092.0
851.0,1.0,1.82,2.06,12.36,3286.0,2453.0
851.0,1.0,1.24,0.0,8.8,787.0,375.0
851.0,1.0,0.6,1.7,8.5,2346.0,3249.0
851.0,1.0,1.0,1.26,7.56,3850.0,3146.0
851.0,1.0,1.1,0.0,6.8,3387.0,2142.0
851.0,2.0,0.86,0.0,8.8,4263.0,1532.0
851.0,2.0,0.86,0.0,8.8,4263.0,1532.0
851.0,2.0,0.86,0.0,8.8,4263.0,1532.0
851.0,1.0,1.28,0.0,9.8,102.0,1301.0
851.0,1.0,2.96,0.0,25.3,21.0,872.0
851.0,1.0,0.68,1.0,6.3,1149.0,1632.0
851.0,1.0,0.7,1.95,11.75,4279.0,1305.0
851.0,1.0,0.34,0.0,4.8,920.0,3521.0
851.0,2.0,0.55,0.96,5.76,738.0,176.0
851.0,1.0,0.85,0.5,7.8,3149.0,1486.0
851.0,1.0,1.35,1.76,10.56,491.0,2993.0
851.0,1.0,1.6,3.05,18.35,2576.0,1217.0
851.0,2.0,0.64,1.36,8.16,570.0,2262.0
851.0,2.0,0.64,1.36,8.16,570.0,2262.0
851.0,1.0,0.64,1.36,8.16,570.0,2262.0
851.0,2.0,1.72,0.0,12.3,2035.0,2498.0
851.0,1.0,1.99,2.58,12.88,2570.0,2720.0
851.0,1.0,2.4,0.0,11.8,3193.0,3297.0
851.0,1.0,1.67,1.0,16.3,1856.0,3826.0
851.0,1.0,1.26,2.0,16.3,3686.0,3224.0
851.0,1.0,2.7,3.56,21.36,3233.0,713.0
851.0,1.0,0.9,1.55,9.35,489.0,3660.0
851.0,1.0,0.47,3.76,22.56,3233.0,2995.0
851.0,1.0,2.95,0.0,19.8,2066.0,3208.0
851.0,1.0,1.0,1.85,11.15,2140.0,738.0
851.0,1.0,4.4,5.35,32.15,500.0,4372.0
851.0,1.0,0.7,1.0,9.8,3347.0,2312.0
851.0,1.0,0.7,1.95,11.75,1333.0,1295.0
851.0,1.0,2.15,0.0,10.8,556.0,499.0
851.0,2.0,2.4,5.49,23.79,3708.0,236.0
851.0,2.0,2.4,5.49,23.79,3708.0,236.0
851.0,1.0,1.94,0.0,11.8,993.0,3377.0
852.0,2.0,1.1,1.46,8.76,1619.0,3683.0
852.0,2.0,2.95,0.0,15.8,1385.0,1167.0
852.0,2.0,2.1,3.2,22.0,3366.0,3354.0
852.0,1.0,0.37,0.0,5.3,499.0,511.0
852.0,2.0,0.5,0.0,7.8,3196.0,3206.0
852.0,1.0,0.5,0.0,7.8,3196.0,3206.0
852.0,1.0,1.2,1.5,12.8,487.0,3864.0
852.0,1.0,0.54,1.0,5.3,458.0,220.0
852.0,2.0,0.59,0.0,7.3,3838.0,3824.0
852.0,2.0,0.59,0.0,7.3,3838.0,3824.0
852.0,1.0,0.59,0.0,7.3,3838.0,3824.0
852.0,2.0,0.89,1.0,9.8,3617.0,2907.0
852.0,2.0,0.89,1.0,9.8,3617.0,2907.0
852.0,1.0,0.6,1.0,7.8,3306.0,3850.0
852.0,1.0,1.1,1.0,7.8,3650.0,2881.0
852.0,1.0,1.2,0.0,9.8,3803.0,786.0
852.0,1.0,4.45,0.0,25.3,3651.0,2538.0
852.0,1.0,0.6,1.75,11.05,1420.0,241.0
852.0,1.0,1.1,2.15,12.95,2449.0,1938.0
852.0,1.0,0.7,1.0,8.3,3611.0,2040.0
852.0,2.0,1.05,0.0,6.8,4336.0,2437.0
852.0,2.0,1.05,0.0,6.8,4336.0,2437.0
852.0,1.0,1.05,0.0,6.8,4336.0,2437.0
852.0,1.0,0.66,4.0,10.3,2517.0,2961.0
852.0,1.0,2.3,3.95,23.75,3172.0,571.0
852.0,2.0,0.8,1.75,10.55,3271.0,4256.0
852.0,2.0,1.38,1.46,8.76,743.0,122.0
852.0,2.0,1.38,1.46,8.76,743.0,122.0
852.0,2.0,3.6,0.0,20.8,3005.0,630.0
852.0,2.0,3.6,0.0,20.8,3005.0,630.0
852.0,1.0,3.6,0.0,20.8,3005.0,630.0
852.0,1.0,1.15,2.0,14.3,1054.0,2937.0
852.0,2.0,0.67,0.0,5.8,2714.0,840.0
852.0,1.0,1.4,0.0,7.8,1121.0,37.0
852.0,1.0,1.1,2.2,11.0,4236.0,1664.0
852.0,1.0,3.9,4.65,27.95,1881.0,3013.0
852.0,1.0,1.2,0.0,8.3,3407.0,1469.0
852.0,2.0,3.91,0.0,21.8,3367.0,3648.0
852.0,2.0,3.91,0.0,21.8,3367.0,3648.0
852.0,1.0,3.91,0.0,21.8,3367.0,3648.0
852.0,1.0,5.1,4.45,26.75,770.0,3369.0
852.0,2.0,0.37,1.29,5.59,233.0,67.0
852.0,2.0,0.37,1.29,5.59,233.0,67.0
852.0,1.0,0.37,1.29,5.59,233.0,67.0
852.0,1.0,0.92,0.0,6.3,3552.0,2150.0
852.0,2.0,0.41,1.16,6.96,3399.0,1175.0
852.0,2.0,0.41,1.16,6.96,3399.0,1175.0
852.0,1.0,0.41,1.16,6.96,3399.0,1175.0
852.0,1.0,1.06,0.0,7.8,2768.0,2995.0
852.0,1.0,2.7,0.0,21.3,2533.0,176.0
852.0,1.0,1.29,0.0,16.3,3197.0,1210.0
852.0,2.0,0.8,0.0,5.3,2583.0,4373.0
852.0,1.0,0.9,1.25,9.55,1305.0,3143.0
852.0,1.0,1.44,1.86,11.16,3652.0,1194.0
852.0,2.0,1.57,0.0,8.8,637.0,104.0
852.0,2.0,2.64,0.0,12.8,61.0,193.0
852.0,2.0,2.64,0.0,12.8,61.0,193.0
852.0,2.0,2.64,0.0,12.8,61.0,193.0
852.0,2.0,3.72,2.38,22.18,3244.0,1785.0
852.0,1.0,0.76,1.16,6.96,759.0,2071.0
852.0,2.0,2.52,1.2,14.0,2984.0,653.0
852.0,2.0,2.52,1.2,14.0,2984.0,653.0
852.0,2.0,2.52,1.2,14.0,2984.0,653.0
852.0,1.0,3.56,5.0,27.3,2072.0,3398.0
852.0,1.0,0.8,0.0,9.8,1671.0,1355.0
852.0,1.0,1.37,3.58,17.88,1312.0,3260.0
852.0,1.0,2.7,2.65,15.95,3882.0,886.0
852.0,2.0,1.58,0.0,10.3,3403.0,931.0
852.0,2.0,1.58,0.0,10.3,3403.0,931.0
852.0,2.0,1.58,0.0,10.3,3403.0,931.0
852.0,2.0,0.88,0.0,8.8,1634.0,3837.0
852.0,2.0,0.88,0.0,8.8,1634.0,3837.0
852.0,1.0,0.88,0.0,8.8,1634.0,3837.0
852.0,1.0,0.52,0.0,6.8,2263.0,771.0
852.0,2.0,0.4,0.0,5.8,1147.0,992.0
852.0,1.0,1.54,1.76,10.56,3276.0,3151.0
852.0,1.0,0.6,1.05,6.35,2042.0,2030.0
852.0,1.0,1.35,0.0,7.8,1717.0,1717.0
852.0,1.0,2.48,3.16,18.96,3116.0,1582.0
852.0,1.0,1.65,0.0,11.3,1913.0,4271.0
852.0,2.0,0.55,1.0,9.3,754.0,2335.0
852.0,2.0,0.55,1.0,9.3,754.0,2335.0
852.0,1.0,0.55,1.0,9.3,754.0,2335.0
852.0,2.0,0.5,1.45,8.75,1661.0,1664.0
852.0,1.0,2.5,3.15,18.95,37.0,715.0
852.0,1.0,1.31,0.0,7.8,2881.0,2400.0
852.0,1.0,0.77,0.0,6.3,2400.0,4271.0
852.0,1.0,1.8,0.0,9.3,3352.0,1121.0
852.0,1.0,1.93,2.36,14.16,556.0,1202.0
852.0,1.0,2.7,2.0,17.3,249.0,1296.0
852.0,1.0,1.78,2.66,15.96,1591.0,712.0
852.0,2.0,1.07,2.04,8.84,1210.0,1287.0
852.0,1.0,1.07,2.04,8.84,1210.0,1287.0
852.0,2.0,0.62,1.06,6.36,1913.0,1922.0
852.0,2.0,1.17,2.06,12.36,1194.0,2405.0
852.0,1.0,0.77,1.46,8.76,3190.0,4420.0
853.0,1.0,0.7,0.0,5.8,1047.0,3174.0
853.0,1.0,3.0,0.0,13.8,3150.0,3600.0
853.0,2.0,0.77,1.58,7.88,2664.0,3531.0
853.0,2.0,0.77,1.58,7.88,2664.0,3531.0
853.0,2.0,0.77,1.58,7.88,2664.0,3531.0
853.0,1.0,1.1,1.62,12.42,2879.0,3399.0
853.0,2.0,1.3,2.7,13.5,1348.0,472.0
853.0,1.0,0.9,0.0,8.3,2977.0,2804.0
853.0,1.0,1.2,0.0,7.8,6.0,1296.0
853.0,1.0,1.36,0.0,8.8,3118.0,2942.0
853.0,1.0,2.6,0.0,22.3,1192.0,2201.0
853.0,2.0,1.7,3.45,20.75,561.0,2312.0
853.0,1.0,1.7,3.45,20.75,561.0,2312.0
853.0,2.0,1.5,0.0,9.8,286.0,2878.0
853.0,2.0,2.7,2.96,17.76,4416.0,97.0
853.0,1.0,1.03,0.0,11.8,210.0,210.0
853.0,1.0,1.6,0.0,3.3,846.0,846.0
853.0,1.0,5.47,4.76,28.56,2052.0,1953.0
853.0,2.0,2.22,0.0,9.8,2165.0,4388.0
853.0,2.0,2.22,0.0,9.8,2165.0,4388.0
853.0,2.0,0.73,0.0,6.8,1630.0,4423.0
853.0,2.0,0.73,0.0,6.8,1630.0,4423.0
853.0,2.0,0.73,0.0,6.8,1630.0,4423.0
853.0,1.0,0.7,2.0,8.8,4379.0,1301.0
853.0,2.0,3.24,4.76,28.56,2262.0,2981.0
853.0,1.0,3.24,4.76,28.56,2262.0,2981.0
853.0,2.0,0.78,0.0,12.3,2046.0,2937.0
853.0,1.0,2.3,2.95,17.75,1257.0,3315.0
853.0,1.0,1.48,0.0,12.3,3372.0,1404.0
853.0,2.0,0.05,0.0,3.8,1539.0,1776.0
853.0,1.0,0.05,0.0,3.8,1539.0,1776.0
853.0,2.0,0.8,0.0,5.8,981.0,1304.0
853.0,2.0,3.28,0.0,22.3,1192.0,2954.0
853.0,1.0,3.28,0.0,22.3,1192.0,2954.0
853.0,1.0,2.6,3.25,19.55,3660.0,3286.0
853.0,1.0,1.2,1.55,9.35,1840.0,3885.0
853.0,2.0,0.57,1.06,6.36,1532.0,2699.0
853.0,1.0,0.57,1.06,6.36,1532.0,2699.0
853.0,1.0,1.2,0.0,10.8,169.0,1888.0
853.0,1.0,0.7,1.5,9.8,1021.0,753.0
853.0,2.0,1.13,1.7,12.0,3671.0,3035.0
853.0,1.0,2.17,1.0,13.8,1199.0,97.0
853.0,1.0,0.6,0.0,5.3,3123.0,1075.0
853.0,2.0,3.98,4.06,24.36,241.0,3854.0
853.0,1.0,0.9,0.0,8.8,2150.0,2624.0
853.0,1.0,1.6,0.0,10.3,4422.0,2453.0
853.0,2.0,0.73,1.46,8.76,1216.0,3254.0
853.0,1.0,2.3,3.25,19.55,869.0,1169.0
853.0,2.0,1.9,0.0,10.3,1121.0,649.0
853.0,2.0,1.9,0.0,10.3,1121.0,649.0
853.0,1.0,1.9,0.0,10.3,1121.0,649.0
853.0,1.0,2.22,3.96,23.76,2045.0,2629.0
853.0,2.0,0.64,0.0,4.8,1024.0,4280.0
853.0,1.0,1.2,0.0,11.3,868.0,2235.0
853.0,1.0,1.5,0.0,15.3,2119.0,1663.0
853.0,1.0,0.9,1.66,9.96,2885.0,1197.0
853.0,1.0,0.1,0.0,4.3,67.0,3699.0
853.0,2.0,0.75,0.0,7.3,511.0,1202.0
853.0,1.0,1.8,0.0,12.8,2453.0,2971.0
853.0,1.0,1.1,0.0,6.3,622.0,44.0
853.0,2.0,2.06,2.46,14.76,2245.0,1148.0
853.0,2.0,2.06,2.46,14.76,2245.0,1148.0
853.0,1.0,2.06,2.46,14.76,2245.0,1148.0
853.0,1.0,0.58,0.0,5.3,3152.0,3419.0
853.0,1.0,1.71,2.16,12.96,4.0,3009.0
853.0,2.0,4.94,0.0,24.8,1252.0,1772.0
853.0,1.0,4.94,0.0,24.8,1252.0,1772.0
853.0,2.0,0.33,0.0,5.3,1091.0,2630.0
853.0,2.0,0.33,0.0,5.3,1091.0,2630.0
853.0,2.0,0.33,0.0,5.3,1091.0,2630.0
853.0,2.0,0.37,1.36,8.16,1324.0,1874.0
853.0,2.0,2.37,0.0,13.8,2509.0,2292.0
853.0,2.0,1.15,1.0,8.3,2978.0,1091.0
853.0,1.0,2.0,1.0,14.8,4061.0,4246.0
853.0,2.0,1.9,1.36,12.66,554.0,3691.0
853.0,2.0,1.9,1.36,12.66,554.0,3691.0
853.0,1.0,1.1,1.96,11.76,1334.0,2076.0
853.0,1.0,1.98,1.0,13.8,770.0,1889.0
853.0,2.0,0.7,0.0,10.8,4026.0,2503.0
853.0,1.0,1.65,2.16,12.96,1305.0,2889.0
853.0,1.0,0.89,0.0,14.3,3708.0,3847.0
853.0,1.0,0.1,0.5,5.3,3175.0,685.0
853.0,1.0,2.1,3.35,14.65,1906.0,836.0
853.0,1.0,1.87,2.16,12.96,3342.0,3183.0
853.0,2.0,1.94,1.0,15.8,2262.0,1582.0
854.0,2.0,1.46,0.0,10.3,1999.0,500.0
854.0,1.0,1.46,0.0,10.3,1999.0,500.0
854.0,1.0,0.48,1.16,6.96,3007.0,2981.0
854.0,1.0,1.59,1.0,11.8,1766.0,4267.0
854.0,2.0,1.53,2.66,15.96,485.0,102.0
854.0,2.0,1.53,2.66,15.96,485.0,102.0
854.0,1.0,1.53,2.66,15.96,485.0,102.0
854.0,1.0,0.7,0.0,8.8,478.0,4026.0
854.0,1.0,1.5,2.75,16.55,2816.0,2930.0
854.0,2.0,4.06,4.86,29.16,42.0,3211.0
854.0,1.0,4.06,4.86,29.16,42.0,3211.0
854.0,1.0,1.2,0.0,6.8,907.0,2127.0
854.0,1.0,0.74,1.25,9.05,2467.0,549.0
854.0,1.0,0.71,1.46,8.76,826.0,1025.0
854.0,1.0,0.95,0.0,6.8,4178.0,119.0
854.0,1.0,3.4,3.96,23.76,2445.0,1054.0
854.0,1.0,0.79,0.0,8.8,2698.0,1692.0
854.0,1.0,1.0,0.0,9.8,1357.0,2584.0
854.0,2.0,0.88,0.0,10.3,2938.0,1413.0
854.0,2.0,0.88,0.0,10.3,2938.0,1413.0
854.0,1.0,0.88,0.0,10.3,2938.0,1413.0
854.0,2.0,1.05,0.0,9.3,2151.0,555.0
854.0,1.0,0.65,0.0,4.8,2620.0,2350.0
854.0,1.0,2.81,3.06,18.36,3269.0,3547.0
854.0,1.0,4.0,0.0,21.8,3630.0,2758.0
854.0,1.0,1.0,0.0,7.3,2995.0,3778.0
854.0,1.0,3.5,5.55,33.35,1192.0,1216.0
854.0,1.0,0.66,1.66,9.96,3399.0,2395.0
854.0,1.0,0.7,0.0,7.8,2316.0,286.0
854.0,1.0,1.96,2.86,17.16,4235.0,3201.0
854.0,1.0,1.6,2.15,12.95,4416.0,4404.0
854.0,2.0,1.71,0.0,11.3,4469.0,3136.0
854.0,2.0,1.71,0.0,11.3,4469.0,3136.0
854.0,2.0,1.71,0.0,11.3,4469.0,3136.0
854.0,1.0,2.1,3.85,23.15,2578.0,530.0
854.0,1.0,0.57,1.66,9.96,1627.0,3206.0
854.0,1.0,1.0,0.0,8.3,1335.0,2418.0
854.0,1.0,0.4,1.32,6.62,2879.0,3683.0
854.0,2.0,2.09,2.66,15.96,3093.0,3720.0
854.0,1.0,1.58,2.76,16.56,3090.0,556.0
854.0,1.0,2.09,4.36,26.16,2584.0,121.0
854.0,2.0,0.64,0.0,5.3,4250.0,1570.0
854.0,2.0,0.64,0.0,5.3,4250.0,1570.0
854.0,1.0,0.64,0.0,5.3,4250.0,1570.0
854.0,2.0,1.3,2.16,12.96,3241.0,230.0
854.0,2.0,2.42,3.96,23.76,473.0,3267.0
854.0,2.0,2.42,3.96,23.76,473.0,3267.0
854.0,1.0,2.42,3.96,23.76,473.0,3267.0
854.0,2.0,1.7,2.95,14.75,2125.0,757.0
